I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-34, -78, -43, 56, 4, -61, 122, 278, 170, -39, -87, -58, 
-34, -82, -48, 58, 7, -65, 122, 278, 170, -39, -87, -63, 
-34, -82, -48, 58, 7, -65, 122, 273, 170, -43, -87, -63, 
-34, -82, -48, 58, 7, -65, 122, 273, 170, -43, -92, -63, 
-24, -73, -48, 48, 12, -61, 122, 278, 170, -43, -82, -63, 
-19, -73, -53, 46, 17, -63, 122, 278, 170, -43, -82, -63, 
-19, -73, -53, 46, 17, -63, 122, 278, 170, -43, -82, -63, 
-19, -73, -53, 46, 17, -63, 126, 278, 180, -43, -82, -58, 
-19, -87, -68, 53, 24, -78, 136, 283, 190, -29, -97, -63, 
-19, -87, -68, 53, 24, -78, 131, 283, 190, -29, -102, -68, 
-24, -87, -63, 56, 19, -75, 131, 283, 190, -24, -107, -73, 
-24, -87, -63, 56, 19, -75, 126, 283, 190, -24, -107, -82, 
-29, -82, -53, 56, 12, -68, 126, 283, 180, -39, -107, -73, 
-34, -82, -48, 58, 7, -65, 126, 283, 180, -48, -107, -73, 
-48, -82, -34, 65, -7, -58, 131, 287, 185, -53, -102, -68, 
-53, -82, -29, 68, -12, -56, 131, 287, 190, -53, -97, -68, 
-53, -82, -29, 68, -12, -56, 122, 292, 190, -48, -87, -63, 
-53, -92, -39, 73, -7, -65, 122, 292, 190, -43, -92, -63, 
-53, -97, -43, 75, -4, -70, 117, 297, 195, -39, -92, -58, 
-48, -97, -48, 73, 0, -73, 117, 297, 195, -34, -92, -58, 
-39, -107, -68, 73, 14, -87, 117, 297, 195, -43, -97, -63, 
-39, -107, -68, 73, 14, -87, 117, 302, 195, -43, -102, -68, 
-34, -107, -73, 70, 19, -90, 117, 307, 195, -43, -102, -68, 
-34, -102, -68, 68, 17, -85, 117, 307, 200, -43, -102, -73, 
-29, -92, -63, 61, 17, -78, 117, 307, 200, -48, -97, -68, 
-29, -87, -58, 58, 14, -73, 117, 307, 200, -48, -92, -63, 
-39, -87, -48, 63, 4, -68, 117, 312, 204, -43, -92, -53, 
-39, -87, -48, 63, 4, -68, 117, 317, 204, -43, -92, -48, 
-43, -87, -43, 65, 0, -65, 117, 317, 219, -48, -107, -48, 
-43, -87, -43, 65, 0, -65, 117, 322, 224, -53, -107, -43, 
-43, -87, -43, 65, 0, -65, 117, 322, 224, -58, -97, -43, 
-43, -87, -43, 65, 0, -65, 122, 331, 234, -53, -92, -48, 
-53, -87, -34, 70, -9, -61, 126, 336, 239, -34, -92, -63, 
-53, -82, -29, 68, -12, -56, 126, 341, 244, -24, -97, -63, 
-63, -82, -19, 73, -21, -51, 126, 341, 244, -14, -97, -68, 
-68, -92, -24, 80, -21, -58, 126, 341, 244, -4, -97, -73, 
-68, -82, -14, 75, -26, -48, 122, 346, 244, -14, -97, -73, 
-63, -82, -19, 73, -21, -51, 122, 351, 248, -14, -92, -73, 
-58, -73, -14, 65, -21, -43, 122, 361, 253, -19, -92, -73, 
-58, -73, -14, 65, -21, -43, 122, 366, 263, -19, -92, -73, 
-58, -73, -14, 65, -21, -43, 112, 370, 268, -24, -82, -63, 
-53, -68, -14, 61, -19, -41, 112, 380, 278, -19, -78, -58, 
-43, -58, -14, 51, -14, -36, 112, 390, 292, -9, -68, -58, 
-39, -53, -14, 46, -12, -34, 122, 405, 307, -9, -63, -58, 
-29, -39, -9, 34, -9, -24, 146, 424, 317, -9, -63, -48, 
-29, -39, -9, 34, -9, -24, 151, 439, 331, -4, -63, -48, 
-29, -39, -9, 34, -9, -24, 161, 458, 346, -4, -63, -53, 
-24, -34, -9, 29, -7, -21, 170, 478, 366, -4, -63, -53, 
-34, -34, 0, 34, -17, -17, 180, 492, 370, 4, -63, -43, 
-29, -34, -4, 31, -12, -19, 180, 512, 380, 14, -63, -43, 
-29, -29, 0, 29, -14, -14, 195, 522, 390, 24, -63, -43, 
-39, -29, 9, 34, -24, -9, 195, 536, 409, 34, -63, -43, 
-39, -43, -4, 41, -17, -24, 204, 556, 419, 39, -48, -43, 
-39, -43, -4, 41, -17, -24, 204, 570, 429, 43, -43, -43, 
-34, -43, -9, 39, -12, -26, 219, 585, 444, 48, -39, -43, 
-34, -43, -9, 39, -12, -26, 224, 600, 453, 53, -34, -43, 
-19, -39, -19, 29, 0, -29, 219, 614, 478, 48, -24, -29, 
-19, -34, -14, 26, -2, -24, 234, 634, 492, 39, -24, -29, 
-24, -29, -4, 26, -9, -17, 244, 658, 507, 29, -24, -29, 
-24, -29, -4, 26, -9, -17, 248, 668, 517, 19, -29, -29, 
-24, -29, -4, 26, -9, -17, 258, 683, 522, 19, -39, -39, 
-24, -29, -4, 26, -9, -17, 268, 697, 531, 19, -39, -39, 
-24, -34, -9, 29, -7, -21, 273, 712, 546, 19, -39, -39, 
-24, -34, -9, 29, -7, -21, 283, 722, 561, 14, -39, -39, 
-34, -34, 0, 34, -17, -17, 302, 746, 570, 24, -48, -48, 
-34, -34, 0, 34, -17, -17, 307, 761, 595, 39, -53, -48, 
-34, -34, 0, 34, -17, -17, 317, 775, 610, 39, -58, -48, 
-39, -34, 4, 36, -21, -14, 322, 785, 619, 34, -68, -48, 
-39, -24, 14, 31, -26, -4, 326, 805, 629, 24, -63, -43, 
-39, -29, 9, 34, -24, -9, 336, 810, 639, 24, -63, -43, 
-39, -29, 9, 34, -24, -9, 346, 819, 644, 24, -63, -43, 
-34, -29, 4, 31, -19, -12, 356, 824, 653, 24, -63, -43, 
-43, -34, 9, 39, -26, -12, 361, 824, 663, 29, -53, -39, 
-48, -34, 14, 41, -31, -9, 366, 829, 668, 34, -48, -43, 
-48, -34, 14, 41, -31, -9, 366, 829, 668, 39, -43, -48, 
-43, -34, 9, 39, -26, -12, 375, 834, 673, 43, -43, -48, 
-34, -24, 9, 29, -21, -7, 390, 834, 673, 43, -53, -53, 
-39, -24, 14, 31, -26, -4, 390, 834, 673, 43, -53, -63, 
-39, -24, 14, 31, -26, -4, 390, 834, 663, 39, -53, -68, 
-39, -24, 14, 31, -26, -4, 390, 834, 653, 39, -48, -73, 
-29, -24, 4, 26, -17, -9, 390, 839, 653, 43, -48, -63, 
-34, -24, 9, 29, -21, -7, 390, 834, 653, 48, -48, -58, 
-34, -24, 9, 29, -21, -7, 390, 819, 658, 63, -43, -58, 
-29, -19, 9, 24, -19, -4, 385, 795, 644, 68, -43, -58, 
-34, -19, 14, 26, -24, -2, 380, 775, 639, 68, -29, -58, 
-34, -19, 14, 26, -24, -2, 380, 756, 624, 63, -29, -53, 
-34, -19, 14, 26, -24, -2, 375, 741, 610, 58, -29, -48, 
-29, -19, 9, 24, -19, -4, 370, 717, 595, 48, -29, -48, 
-39, -4, 34, 21, -36, 14, 361, 697, 570, 43, -43, -43, 
-34, 0, 34, 17, -34, 17, 351, 663, 541, 39, -39, -39, 
-29, 4, 34, 12, -31, 19, 336, 629, 517, 34, -43, -34, 
-29, 9, 39, 9, -34, 24, 317, 600, 483, 24, -53, -29, 
-19, 0, 19, 9, -19, 9, 292, 561, 463, 29, -48, -39, 
-19, 4, 24, 7, -21, 14, 283, 527, 439, 34, -43, -34, 
-19, 4, 24, 7, -21, 14, 273, 497, 409, 39, -34, -34, 
-9, 14, 24, -2, -17, 19, 258, 468, 385, 43, -24, -34, 
0, 19, 19, -9, -9, 19, 239, 434, 361, 34, -19, -24, 
0, 24, 24, -12, -12, 24, 219, 405, 336, 34, -19, -19, 
0, 29, 29, -14, -14, 29, 204, 370, 312, 34, -19, -9, 
0, 34, 34, -17, -17, 34, 190, 341, 292, 34, -14, -4, 
0, 39, 39, -19, -19, 39, 180, 312, 263, 29, -14, 4, 
0, 39, 39, -19, -19, 39, 170, 287, 248, 24, -14, 4, 
0, 39, 39, -19, -19, 39, 161, 263, 229, 19, -19, 4, 
-4, 39, 43, -17, -24, 41, 156, 248, 214, 14, -24, 9, 
-4, 29, 34, -12, -19, 31, 141, 224, 195, 4, -29, 0, 
0, 29, 29, -14, -14, 29, 131, 209, 180, 4, -29, 0, 
0, 29, 29, -14, -14, 29, 122, 195, 170, 4, -29, 0, 
0, 29, 29, -14, -14, 29, 107, 185, 161, 4, -29, 0, 
9, 29, 19, -19, -4, 24, 97, 175, 141, 14, -19, 0, 
9, 29, 19, -19, -4, 24, 97, 165, 131, 24, -19, 0, 
9, 24, 14, -17, -2, 19, 87, 161, 122, 29, -19, 0, 
4, 24, 19, -14, -7, 21, 87, 146, 117, 29, -19, 0, 
0, 24, 24, -12, -12, 24, 82, 141, 117, 34, -14, -14, 
-4, 24, 29, -9, -17, 26, 82, 136, 112, 39, -14, -14, 
-9, 24, 34, -7, -21, 29, 78, 131, 107, 48, -14, -14, 
-14, 24, 39, -4, -26, 31, 73, 126, 107, 53, -19, -14, 
-9, 24, 34, -7, -21, 29, 68, 117, 97, 43, -9, -9, 
-9, 24, 34, -7, -21, 29, 63, 112, 87, 39, -9, -4, 
-14, 24, 39, -4, -26, 31, 63, 112, 87, 39, -14, 0, 
-14, 24, 39, -4, -26, 31, 68, 112, 87, 39, -14, 4, 
-9, 24, 34, -7, -21, 29, 68, 117, 92, 29, -19, -4, 
-9, 19, 29, -4, -19, 24, 63, 112, 92, 24, -24, -4, 
-9, 19, 29, -4, -19, 24, 63, 107, 92, 14, -29, -4, 
-19, 24, 43, -2, -31, 34, 58, 107, 87, 4, -34, 0, 
-9, 24, 34, -7, -21, 29, 68, 107, 87, 9, -29, 0, 
-9, 24, 34, -7, -21, 29, 68, 107, 82, 14, -29, -4, 
-9, 24, 34, -7, -21, 29, 68, 107, 82, 14, -29, -4, 
-9, 29, 39, -9, -24, 34, 68, 107, 82, 9, -39, -4, 
-19, 24, 43, -2, -31, 34, 48, 107, 82, 4, -29, -14, 
-19, 19, 39, 0, -29, 29, 48, 102, 78, 4, -29, -14, 
-19, 14, 34, 2, -26, 24, 53, 102, 78, 0, -29, -14, 
-19, 9, 29, 4, -24, 19, 53, 107, 78, 0, -29, -14, 
-19, 9, 29, 4, -24, 19, 43, 97, 78, -4, -29, -9, 
-19, 4, 24, 7, -21, 14, 43, 97, 82, 0, -29, -4, 
-19, 9, 29, 4, -24, 19, 43, 97, 82, 0, -29, 0, 
-14, 14, 29, 0, -21, 21, 34, 102, 82, 0, -29, 4, 
-9, 14, 24, -2, -17, 19, 34, 92, 73, 9, -29, 0, 
-9, 9, 19, 0, -14, 14, 34, 92, 73, 9, -29, -4, 
-9, 9, 19, 0, -14, 14, 34, 92, 73, 9, -29, -9, 
-9, 4, 14, 2, -12, 9, 34, 92, 73, 9, -29, -14, 
0, 14, 14, -7, -7, 14, 34, 92, 63, 9, -24, -4, 
0, 9, 9, -4, -4, 9, 34, 92, 63, 4, -24, -4, 
0, 9, 9, -4, -4, 9, 34, 97, 68, 0, -24, 0, 
4, 14, 9, -9, -2, 12, 34, 97, 68, -4, -24, 0, 
4, 4, 0, -4, 2, 2, 39, 97, 68, 9, -24, -9, 
4, 4, 0, -4, 2, 2, 39, 97, 68, 9, -24, -9, 
4, 4, 0, -4, 2, 2, 39, 97, 73, 14, -24, -9, 
4, 4, 0, -4, 2, 2, 43, 97, 73, 19, -24, -9, 
9, -4, -14, -2, 12, -9, 43, 107, 82, 9, -24, -14, 
9, -9, -19, 0, 14, -14, 43, 117, 82, 4, -19, -14, 
9, -9, -19, 0, 14, -14, 43, 117, 82, 0, -14, -14, 
9, -9, -19, 0, 14, -14, 39, 117, 82, 0, -14, -14, 
0, -9, -9, 4, 4, -9, 29, 107, 73, 0, -29, -29, 
0, -9, -9, 4, 4, -9, 29, 107, 73, 0, -39, -29, 
4, -9, -14, 2, 9, -12, 29, 102, 73, 0, -43, -29, 
9, -9, -19, 0, 14, -14, 29, 97, 73, 0, -48, -24, 
9, -9, -19, 0, 14, -14, 39, 97, 73, -9, -48, -29, 
4, -14, -19, 4, 12, -17, 39, 102, 73, -9, -48, -29, 
0, -14, -14, 7, 7, -14, 39, 107, 73, -4, -48, -29, 
-4, -19, -14, 12, 4, -17, 39, 112, 73, -4, -53, -29, 
4, -14, -19, 4, 12, -17, 39, 102, 68, -9, -53, -43, 
4, -19, -24, 7, 14, -21, 34, 102, 63, -14, -53, -48, 
4, -24, -29, 9, 17, -26, 29, 102, 58, -19, -53, -53, 
4, -24, -29, 9, 17, -26, 29, 102, 58, -24, -53, -53, 
-4, -34, -29, 19, 12, -31, 34, 102, 58, -24, -68, -53, 
-4, -29, -24, 17, 9, -26, 34, 102, 58, -19, -68, -53, 
-4, -29, -24, 17, 9, -26, 29, 102, 58, -14, -73, -53, 
-9, -29, -19, 19, 4, -24, 29, 102, 53, -14, -73, -53, 
-9, -39, -29, 24, 9, -34, 19, 92, 48, -19, -78, -53, 
-9, -43, -34, 26, 12, -39, 19, 87, 48, -34, -78, -53, 
-14, -48, -34, 31, 9, -41, 19, 87, 48, -43, -68, -53, 
-14, -48, -34, 31, 9, -41, 24, 92, 48, -48, -68, -53, 
-29, -39, -9, 34, -9, -24, 29, 102, 53, -39, -63, -48, 
-29, -39, -9, 34, -9, -24, 34, 102, 53, -34, -63, -48, 
-24, -39, -14, 31, -4, -26, 39, 102, 53, -34, -63, -48, 
-24, -39, -14, 31, -4, -26, 48, 102, 53, -34, -68, -53, 
-34, -39, -4, 36, -14, -21, 53, 102, 53, -58, -73, -53, 
-39, -39, 0, 39, -19, -19, 53, 102, 53, -63, -78, -53, 
-39, -43, -4, 41, -17, -24, 48, 102, 48, -68, -82, -53, 
-39, -53, -14, 46, -12, -34, 48, 102, 48, -73, -92, -53, 
-48, -53, -4, 51, -21, -29, 48, 107, 53, -82, -102, -53, 
-48, -53, -4, 51, -21, -29, 58, 102, 53, -78, -97, -53, 
-48, -53, -4, 51, -21, -29, 58, 102, 53, -58, -97, -58, 
-58, -48, 9, 53, -34, -19, 48, 107, 58, -58, -107, -68, 
-48, -63, -14, 56, -17, -39, 39, 107, 48, -63, -112, -73, 
-48, -68, -19, 58, -14, -43, 39, 107, 48, -68, -117, -78, 
-48, -73, -24, 61, -12, -48, 39, 107, 48, -73, -122, -82, 
-48, -78, -29, 63, -9, -53, 39, 107, 48, -78, -126, -87, 
-43, -78, -34, 61, -4, -56, 39, 107, 43, -68, -122, -87, 
-39, -78, -39, 58, 0, -58, 39, 107, 43, -68, -122, -87, 
-19, -73, -53, 46, 17, -63, 34, 107, 43, -68, -122, -87, 
-24, -73, -48, 48, 12, -61, 34, 107, 43, -68, -117, -87, 
-14, -63, -48, 39, 17, -56, 29, 97, 43, -63, -102, -78, 
-24, -63, -39, 43, 7, -51, 34, 97, 48, -63, -97, -78, 
-24, -63, -39, 43, 7, -51, 34, 97, 48, -68, -92, -78, 
-24, -63, -39, 43, 7, -51, 34, 92, 48, -68, -87, -78, 
-29, -68, -39, 48, 4, -53, 43, 92, 48, -48, -82, -68, 
-34, -68, -34, 51, 0, -51, 43, 92, 48, -34, -73, -68, 
-39, -58, -19, 48, -9, -39, 43, 92, 53, -24, -68, -68, 
-53, -63, -9, 58, -21, -36, 43, 87, 53, -19, -58, -68, 
-73, -63, 9, 68, -41, -26, 43, 87, 48, -24, -58, -68, 
-78, -63, 14, 70, -46, -24, 43, 87, 48, -29, -63, -68, 
-78, -63, 14, 70, -46, -24, 39, 82, 43, -34, -68, -68, 
-73, -58, 14, 65, -43, -21, 34, 82, 39, -43, -68, -68, 
-58, -53, 4, 56, -31, -24, 29, 73, 39, -43, -73, -58, 
-58, -48, 9, 53, -34, -19, 29, 73, 39, -39, -73, -58, 
-58, -43, 14, 51, -36, -14, 29, 73, 39, -34, -73, -58, 
-53, -34, 19, 43, -36, -7, 29, 73, 39, -29, -73, -53, 
-43, -29, 14, 36, -29, -7, 14, 78, 43, -34, -82, -58, 
-43, -24, 19, 34, -31, -2, 14, 78, 43, -39, -82, -58, 
-39, -24, 14, 31, -26, -4, 14, 78, 43, -39, -73, -58, 
-39, -24, 14, 31, -26, -4, 19, 78, 43, -43, -73, -58, 
-24, -24, 0, 24, -12, -12, 29, 92, 43, -34, -63, -43, 
-24, -19, 4, 21, -14, -7, 34, 102, 58, -34, -58, -39, 
-24, -9, 14, 17, -19, 2, 43, 107, 63, -34, -58, -39, 
-24, -9, 14, 17, -19, 2, 48, 107, 63, -29, -58, -39, 
-24, -9, 14, 17, -19, 2, 39, 92, 58, -34, -58, -39, 
-24, -9, 14, 17, -19, 2, 39, 92, 53, -39, -63, -43, 
-24, -4, 19, 14, -21, 7, 34, 92, 53, -43, -63, -43, 
-24, -4, 19, 14, -21, 7, 34, 92, 53, -43, -58, -43, 
-14, -9, 4, 12, -9, -2, 34, 92, 53, -43, -68, -53, 
-14, -9, 4, 12, -9, -2, 34, 97, 53, -43, -68, -53, 
-9, -9, 0, 9, -4, -4, 34, 97, 53, -43, -68, -48, 
-9, -9, 0, 9, -4, -4, 39, 97, 58, -43, -68, -43, 
-19, -14, 4, 17, -12, -4, 39, 97, 58, -58, -78, -48, 
-19, -14, 4, 17, -12, -4, 34, 97, 58, -63, -82, -63, 
-19, -19, 0, 19, -9, -9, 34, 97, 58, -63, -82, -68, 
-24, -24, 0, 24, -12, -12, 34, 97, 58, -68, -82, -73, 
-34, -14, 19, 24, -26, 2, 34, 97, 63, -68, -92, -63, 
-29, -14, 14, 21, -21, 0, 34, 97, 63, -73, -92, -63, 
-29, -14, 14, 21, -21, 0, 34, 97, 63, -73, -87, -63, 
-29, -14, 14, 21, -21, 0, 43, 102, 63, -73, -87, -63, 
-19, -14, 4, 17, -12, -4, 43, 102, 73, -68, -87, -53, 
-19, -14, 4, 17, -12, -4, 43, 102, 73, -63, -82, -63, 
-19, -14, 4, 17, -12, -4, 43, 102, 68, -58, -78, -63, 
-19, -14, 4, 17, -12, -4, 43, 102, 68, -53, -73, -63, 
-9, -4, 4, 7, -7, 0, 43, 102, 63, -53, -73, -58, 
-9, -4, 4, 7, -7, 0, 43, 102, 63, -53, -78, -58, 
-9, -4, 4, 7, -7, 0, 43, 102, 63, -53, -78, -58, 
-9, -4, 4, 7, -7, 0, 48, 102, 63, -43, -78, -58, 
-19, -4, 14, 12, -17, 4, 58, 112, 78, -34, -73, -58, 
-19, 0, 19, 9, -19, 9, 58, 112, 78, -39, -68, -58, 
-24, 0, 24, 12, -24, 12, 58, 117, 78, -39, -63, -58, 
-24, 0, 24, 12, -24, 12, 58, 117, 78, -39, -58, -58, 
-14, -9, 4, 12, -9, -2, 48, 107, 78, -43, -68, -73, 
-14, -9, 4, 12, -9, -2, 43, 107, 78, -43, -73, -73, 
-9, -9, 0, 9, -4, -4, 43, 107, 78, -43, -78, -68, 
-9, -9, 0, 9, -4, -4, 48, 107, 78, -43, -78, -68, 
-14, -9, 4, 12, -9, -2, 39, 107, 68, -53, -87, -78, 
-19, -14, 4, 17, -12, -4, 43, 107, 73, -53, -87, -78, 
-24, -14, 9, 19, -17, -2, 43, 107, 73, -53, -87, -78, 
-29, -14, 14, 21, -21, 0, 43, 107, 73, -53, -87, -78, 
-19, -14, 4, 17, -12, -4, 43, 107, 73, -53, -87, -87, 
-19, -14, 4, 17, -12, -4, 43, 107, 68, -53, -87, -87, 
-19, -14, 4, 17, -12, -4, 43, 107, 68, -53, -87, -87, 
-24, -14, 9, 19, -17, -2, 43, 112, 68, -53, -87, -87, 
-34, -24, 9, 29, -21, -7, 63, 122, 78, -43, -78, -78, 
-34, -24, 9, 29, -21, -7, 63, 122, 82, -53, -78, -78, 
-34, -24, 9, 29, -21, -7, 68, 122, 87, -68, -87, -78, 
-29, -34, -4, 31, -12, -19, 53, 146, 97, -63, -97, -78, 
-14, -19, -4, 17, -4, -12, 58, 180, 112, -53, -87, -78, 
-4, -9, -4, 7, 0, -7, 73, 248, 156, -39, -73, -68, 
14, 19, 4, -17, 4, 12, 102, 356, 214, -29, -68, -58, 
34, 29, -4, -31, 19, 12, 146, 512, 312, -14, -53, -48, 
48, 43, -4, -46, 26, 19, 195, 673, 429, 4, -39, -39, 
73, 58, -14, -65, 43, 21, 229, 771, 507, 24, -19, -19, 
82, 63, -19, -73, 51, 21, 239, 751, 522, 39, -9, -4, 
82, 63, -19, -73, 51, 21, 258, 688, 507, 39, -19, -14, 
82, 58, -24, -70, 53, 17, 283, 570, 463, 34, -24, -19, 
58, 43, -14, -51, 36, 14, 302, 307, 351, 43, -9, -19, 
19, 4, -14, -12, 17, -4, 283, -112, 141, 34, -19, -29, 
-9, -19, -9, 14, 0, -14, 273, -517, -58, 4, -48, -53, 
-29, -34, -4, 31, -12, -19, 244, -849, -248, -24, -73, -68, 
-48, -63, -14, 56, -17, -39, 161, -1176, -458, -58, -87, -78, 
-73, -92, -19, 82, -26, -56, 68, -1478, -649, -97, -122, -97, 
-87, -87, 0, 87, -43, -43, 53, -1698, -780, -126, -146, -107, 
-126, -87, 39, 107, -82, -24, 82, -1898, -917, -131, -141, -112, 
-146, -82, 63, 114, -104, -9, 34, -2127, -1107, -131, -136, -112, 
-156, -78, 78, 117, -117, 0, -92, -2396, -1342, -141, -146, -112, 
-175, -63, 112, 119, -143, 24, -229, -2649, -1576, -156, -151, -107, 
-204, -63, 141, 134, -173, 39, -380, -2888, -1786, -175, -151, -107, 
-214, -48, 165, 131, -190, 58, -600, -3069, -1976, -175, -136, -87, 
-170, 19, 190, 75, -180, 104, -854, -3254, -2156, -156, -97, -48, 
-112, 102, 214, 4, -163, 158, -1161, -3435, -2357, -146, -63, 0, 
-48, 165, 214, -58, -131, 190, -1498, -3601, -2547, -146, -48, 34, 
73, 219, 146, -146, -36, 183, -1766, -3674, -2684, -156, -29, 73, 
156, 283, 126, -219, 14, 204, -1893, -3581, -2688, -156, -14, 107, 
195, 322, 126, -258, 34, 224, -1873, -3376, -2591, -146, 19, 146, 
258, 366, 107, -312, 75, 236, -1859, -3172, -2483, -117, 68, 185, 
336, 444, 107, -390, 114, 275, -1839, -3001, -2386, -63, 117, 253, 
390, 546, 156, -468, 117, 351, -1786, -2835, -2274, 0, 175, 317, 
458, 639, 180, -549, 139, 409, -1747, -2684, -2176, 53, 244, 390, 
507, 722, 214, -614, 146, 468, -1732, -2552, -2088, 92, 302, 458, 
502, 746, 244, -624, 129, 495, -1683, -2444, -2030, 97, 322, 483, 
448, 727, 278, -588, 85, 502, -1605, -2337, -1976, 87, 322, 497, 
375, 712, 336, -544, 19, 524, -1527, -2244, -1908, 68, 322, 507, 
297, 683, 385, -490, -43, 534, -1439, -2117, -1825, 68, 331, 517, 
190, 639, 448, -414, -129, 544, -1312, -1917, -1668, 73, 331, 527, 
102, 605, 502, -353, -200, 553, -1171, -1708, -1483, 82, 326, 517, 
58, 590, 531, -324, -236, 561, -1054, -1517, -1307, 102, 317, 507, 
39, 556, 517, -297, -239, 536, -941, -1342, -1151, 92, 292, 478, 
9, 517, 507, -263, -248, 512, -839, -1180, -1010, 73, 248, 429, 
-24, 478, 502, -226, -263, 490, -741, -1039, -893, 39, 204, 366, 
-53, 439, 492, -192, -273, 466, -653, -917, -775, 39, 165, 322, 
-68, 395, 463, -163, -265, 429, -570, -800, -673, 53, 156, 287, 
-78, 346, 424, -134, -251, 385, -473, -653, -551, 48, 131, 248, 
-68, 312, 380, -122, -224, 346, -409, -541, -458, 34, 107, 200, 
-58, 287, 346, -114, -202, 317, -351, -458, -385, 29, 92, 175, 
-58, 253, 312, -97, -185, 283, -287, -366, -307, 24, 73, 146, 
-78, 209, 287, -65, -183, 248, -214, -268, -224, 24, 53, 107, 
-78, 180, 258, -51, -168, 219, -180, -200, -165, 9, 24, 87, 
-73, 151, 224, -39, -148, 187, -136, -141, -122, -4, 9, 63, 
-73, 122, 195, -24, -134, 158, -97, -73, -68, -14, -14, 39, 
-68, 97, 165, -14, -117, 131, -68, -9, -14, -19, -29, 9, 
-48, 63, 112, -7, -80, 87, -39, 48, 29, -14, -34, -9, 
-39, 39, 78, 0, -58, 58, 0, 102, 68, -19, -43, -34, 
-34, 4, 39, 14, -36, 21, 34, 151, 117, -29, -53, -43, 
-29, -24, 4, 26, -17, -9, 58, 175, 141, -34, -63, -63, 
-34, -53, -19, 43, -7, -36, 63, 209, 156, -48, -87, -87, 
-29, -68, -39, 48, 4, -53, 63, 214, 151, -58, -97, -97, 
-19, -68, -48, 43, 14, -58, 58, 209, 151, -73, -102, -102, 
-14, -73, -58, 43, 21, -65, 58, 214, 151, -73, -102, -112, 
-14, -73, -58, 43, 21, -65, 68, 219, 161, -73, -107, -112, 
-14, -73, -58, 43, 21, -65, 68, 229, 165, -78, -112, -112, 
-14, -73, -58, 43, 21, -65, 68, 234, 165, -78, -112, -112, 
-19, -78, -58, 48, 19, -68, 82, 239, 170, -73, -107, -102, 
-24, -82, -58, 53, 17, -70, 82, 239, 180, -68, -112, -102, 
-29, -82, -53, 56, 12, -68, 82, 239, 180, -73, -107, -102, 
-34, -82, -48, 58, 7, -65, 87, 239, 180, -68, -102, -107, 
-34, -87, -53, 61, 9, -70, 82, 229, 170, -73, -107, -122, 
-34, -92, -58, 63, 12, -75, 82, 234, 170, -73, -112, -122, 
-43, -97, -53, 70, 4, -75, 78, 239, 170, -78, -112, -126, 
-43, -97, -53, 70, 4, -75, 73, 239, 170, -78, -117, -126, 
-53, -97, -43, 75, -4, -70, 82, 239, 170, -68, -126, -126, 
-53, -102, -48, 78, -2, -75, 82, 239, 170, -68, -126, -131, 
-53, -102, -48, 78, -2, -75, 82, 234, 170, -73, -126, -131, 
-53, -102, -48, 78, -2, -75, 82, 234, 170, -73, -131, -131, 
-43, -112, -68, 78, 12, -90, 82, 239, 180, -82, -141, -141, 
-39, -112, -73, 75, 17, -92, 82, 239, 180, -92, -141, -141, 
-39, -112, -73, 75, 17, -92, 82, 239, 180, -102, -141, -141, 
-39, -112, -73, 75, 17, -92, 87, 239, 190, -112, -141, -136, 
-39, -117, -78, 78, 19, -97, 87, 234, 185, -107, -141, -141, 
-39, -117, -78, 78, 19, -97, 82, 234, 180, -107, -141, -146, 
-43, -117, -73, 80, 14, -95, 82, 234, 175, -102, -141, -151, 
-43, -117, -73, 80, 14, -95, 78, 234, 170, -102, -136, -161, 
-43, -102, -58, 73, 7, -80, 78, 244, 180, -97, -126, -156, 
-43, -102, -58, 73, 7, -80, 78, 244, 180, -97, -126, -151, 
-53, -102, -48, 78, -2, -75, 82, 248, 185, -92, -122, -141, 
-53, -102, -48, 78, -2, -75, 82, 248, 190, -82, -117, -136, 
-63, -112, -48, 87, -7, -80, 92, 253, 190, -82, -117, -126, 
-63, -122, -58, 92, -2, -90, 92, 253, 190, -82, -122, -131, 
-63, -126, -63, 95, 0, -95, 87, 258, 195, -82, -122, -131, 
-58, -126, -68, 92, 4, -97, 87, 258, 195, -82, -122, -136, 
-53, -126, -73, 90, 9, -100, 78, 258, 185, -87, -117, -136, 
-48, -126, -78, 87, 14, -102, 78, 263, 185, -92, -122, -136, 
-39, -126, -87, 82, 24, -107, 78, 268, 185, -97, -122, -131, 
-34, -122, -87, 78, 26, -104, 78, 268, 190, -102, -122, -131, 
-19, -122, -102, 70, 41, -112, 68, 268, 190, -117, -126, -136, 
-19, -117, -97, 68, 39, -107, 68, 268, 190, -117, -131, -141, 
-29, -117, -87, 73, 29, -102, 68, 273, 195, -112, -141, -141, 
-29, -117, -87, 73, 29, -102, 68, 278, 195, -112, -151, -146, 
-34, -107, -73, 70, 19, -90, 68, 268, 200, -107, -146, -146, 
-34, -107, -73, 70, 19, -90, 68, 273, 204, -102, -146, -141, 
-34, -107, -73, 70, 19, -90, 68, 273, 204, -97, -136, -141, 
-34, -107, -73, 70, 19, -90, 73, 283, 214, -82, -131, -146, 
-48, -87, -39, 68, -4, -63, 87, 287, 229, -63, -122, -141, 
-53, -82, -29, 68, -12, -56, 87, 292, 234, -63, -117, -131, 
